0.0625 0.0120922
0.125 0.0456057
0.1875 0.0865071
0.25 0.127072
0.3125 0.167923
0.375 0.206365
0.4375 0.244207
0.5 0.281334
0.5625 0.319906
0.625 0.358589
0.6875 0.395972
0.75 0.433262
0.8125 0.469757
0.875 0.507245
0.9375 0.543873
1 0.57916
